pls,fk_score,ari_score,reference,abstract
"
	水系锌离子电池具有高安全性、高功率密度、低成本和环境友好等优点，被认为是新一代安全储能技术之一。其中，正极材料对电池的工作电压、容量和稳定性起着决定性作用，是整个锌离子电池研究的关键。因此，开发具有高容量和长循环稳定性的锌离子电池正极材料具有重要意义。近日，中国科学院大连化学物理研究所研究员杨维慎和副研究员朱凯月团队，在水系锌离子电池机理研究方面取得了新进展。团队将结构稳定的孔道材料MoVTeO（MVT-M1）应用于锌离子电池的正极，并在原子尺度上直接观察到隧道内Zn的嵌入和脱嵌过程。相关成果发表在《化学科学》上。
	目前，钒基材料和锰基材料作为水系锌离子电池正极材料，在容量和稳定性方面都取得了进展。然而，正极侧离子的储存机理仍不明确，尤其是缺乏直接证据证明锌离子储存到了孔道或者层间。这主要受限于水合的层状材料在电子束的轰击下易失水，导致了层间距的变化。并且，孔道结构的钒基和锰基材料在锌离子电池运行过程中，易发生溶解和相变。
	本工作中，研究团队将结构稳定的孔道材料MoVTeO（MVT-M1）应用于锌离子电池的正极。MVT-M1具有宽而稳定的六元环和七元环隧道，有利于循环过程中可逆的Zn嵌入和脱嵌，并且富含氧化还原中心，促进了电荷再分配，从而在锌离子电池中表现良好的性能。此外，得益于MVT-M1对高能电子束有出色的抗轰击能力，研究团队利用高角度环形暗场扫描透射电子显微镜，在原子尺度上直接观察到了隧道内Zn的插入和提取过程。此外，团队利用飞行时间二次离子质谱法，精确地测定了锌离子在正极内从表面到体相的逐层储存位置，并通过对采用不同分子尺寸溶剂的电解质进行性能比较，发现溶剂需要进入孔道才能确保锌离子的储存。
	该工作不仅对于深入理解Zn在材料中的存储机制具有重要意义，并为高效存储Zn的材料优化提供了明确的方向。","score: 32.03716981132075, grade_level: '32'","score: 65.3398113207547, grade_levels: ['college_graduate'], ages: [24, 100]",https://doi.org/10.1039/D3SC03380E,"A rapid and reversible Zn2+ insertion/extraction process is achieved in MoVTe oxide with the M1 phase owing to the broad tunnels and robust structure. Moreover, Zn2+ insertion along with the solvent water into the tunnels is demonstrated and observed at the atomic scale for the first time."
"
	近日，中国科学院大连化学物理研究所研究员赵群和研究员张丽华等与中国科学院精密测量科学技术创新研究院副研究员龚洲合作，提出了利用原位化学交联—质谱技术，解码细胞中蛋白质动态结构的策略。
	该策略将AlphaFold2的结构作为先验信息，结合in vivo XL-MS数据与多种结构计算方法评估结构与交联信息的匹配度，重构了细胞内多种蛋白质，尤其是多结构域蛋白质和固有无序蛋白质（IDP）的原位动态结构，为深入研究蛋白质在细胞微环境中发挥功能的分子机制提供技术支撑。相关成果发表在《德国应用化学》上。
	活细胞内蛋白质的原位动态结构对于揭示其生物学功能至关重要。随着深度学习算法助力蛋白质结构预测的发展迭代，AlphaFold2实现了对蛋白质结构的全面预测，然而该方法对柔性区域的结构预测仍面临挑战。近年来，in vivo XL-MS以高通量、高灵敏，且对蛋白质纯度要求低等优势，在解析活细胞内蛋白质的原位动态结构方面展示出重要潜力。
	本工作中，针对多结构域蛋白质，研究团队提出了将结构域作为整体，利用结构域间的XL-MS数据对细胞内蛋白质动态结构建模，实现了三种多结构域蛋白质——钙调蛋白、hnRNP A1和hnRNP D0在细胞内的动态结构表征。此外，针对IDP，研究团队提出了两种互补的结构表征策略：一是将XL-MS信息直接转换为距离约束用于IDP的结构计算，二是首先使用全原子分子动力学模拟进行无偏采样，然后基于XL-MS数据对采样结构进行评估和筛选。利用这两种策略，研究团队解码了高迁移率组蛋白HMG-I/Y和HMG-17在细胞内的动态系综构象。",None,None,https://doi.org/10.1002/anie.202301345,"Protein dynamics play a crucial role in their diverse functions. The intracellular environment significantly influences protein dynamics, particularly for intrinsically disordered proteins (IDPs). To comprehensively capture structural information from various proteins within cells and characterize protein dynamics, chemical cross‐linking mass spectrometry was employed. In this study, we introduce a hierarchical decoding strategy that enables the investigation of protein dynamics in vivo. Computational analysis based on distance restraints derived from cross‐links is used to infer protein dynamics in cells. To facilitate this analysis, we leverage the prior structure obtained from AlphaFold2. By employing this strategy, we can characterize the full‐length structure of multi‐domain proteins taking into account their distinct dynamic features. Furthermore, by combining restraint sampling with an unbiased sampling and evaluation approach, we can provide a comprehensive description of the intrinsic motion of IDPs. Consequently, the hierarchical strategy we propose holds significant potential in advancing our understanding of the molecular mechanisms that undelie protein functions in cells."
"
	电催化还原二氧化碳产生高附加值的化学品和燃料，是种有望缓解能源危机、解决环境问题的技术。不过，热力学稳定的二氧化碳难以被活化，严重制约其催化反应速率。在大多数铋基硫化物中，具有层状结构和高电子迁移率的硫化铋作为一种窄带隙半导体，已成
	受植物蓟三维分级结构形貌特征以及表面通过均匀包覆植物蜡，防止水分过多蒸发及微生物侵袭等功能启发，中国科学院上海硅酸盐研究所陈航榕研究员团队与复旦大学郑耿锋教授合作，通过在3D分级结构的海胆状硫化铋纳米花表面原位聚合导电聚合物，构建了一种富S空位的新型复合电催化剂（Bi2S3-PPy），该催化剂独特的类植物蓟纳米形貌有助于暴露出更多催化活性位点，同时其优异的电子导电性以及优化的电子结构显著增强了对反应物二氧化碳分子的吸附和活化以及对反应中间体的吸附。
	在流动电解池中的性能测试结果表明，该复合电催化剂具有优异的催化活性、良好选择性和稳定性，展现出良好的工业应用潜力。",None,None,https://doi.org/10.1039/D3EE02029K,Using surface-engineered chemical composites to enhance the binding energy of reaction intermediates and the conductivity is an attractive route to achieve a high partial current density and increased yield of the target products.
"
	蛋白质SUMO化是一种重要的细胞活动调节机制，异常的SUMO化与多种癌症和神经退行性疾病密切相关，其中去SUMO化作为整个SUMO化循环过程的一部分，也发挥着非常重要的作用。近日，中国科学院大连化学物理研究所研究员卿光焱团队和研究员张丽华团队合作，在蛋白质SUMO化研究方面取得新进展。他们开发了一种基于噬菌体表面展示技术筛选出的环肽修饰的金属纳米离子通道器件，实现了SUMO1蛋白的实时感知与测量，并在监测去SUMO化反应和细胞成像中展现出很好的应用潜力。相关成果发表在《化学科学》上。
	目前，针对去SUMO化的药物“TAK-981”已进入临床试验阶段。为了理解SUMO化在疾病进展中的作用，首先需要对SUMO化蛋白进行精准测量。SUMO蛋白主要分为3种类型，分别为SUMO1/2/3。其中，SUMO2/3具有97%的同源性，而与SUMO1的同源性仅为47%。商业化的SUMO2/3抗体具有很高的识别精度，但SUMO1由于缺乏识别的抗体，目前不能被有效地检测。因此，开发一种精确、高效、低成本、无标记检测SUMO化蛋白，以及能用于监测去SUMO化反应的方法十分重要。
	本工作中，合作团队通过噬菌体展示筛选技术得到SUMO1蛋白的亲和环肽，并将其修饰到镀金的锥形纳米孔道中，制备出一种功能离子通道器件，通过法拉第电流和跨膜离子电流，将环肽和SUMO1蛋白的结合通过电信号可视化呈现。借助于对SUMO1蛋白的识别，该离子通道器件能够监测SENP1酶催化的蛋白去SUMO化反应，并且在细胞成像中进一步证实了环肽优于商业化SUMO1抗体。
	未来，环肽有望用于开发SUMO1探针、SUMO1靶向药物释放系统和药物设计，以及有助于开发富集材料，推进SUMO1蛋白质组学发展，从而提高对SUMO蛋白，特别是SUMO1在疾病和生理作用中的认识。","score: 41.72747899159664, grade_level: '42'","score: 68.07151260504202, grade_levels: ['college_graduate'], ages: [24, 100]",https://doi.org/10.1039/D3SC02140H,"Current techniques could not accurately identify SUMO1, here we report a cyclic peptide with strong affinity toward SUMO1, the immobilization of CP on the nanochannel constructs a highly sensitive and specific device for detecting SUMO1 peptides."
"
	近日，广东省科学院化工研究所研究员曾炜团队联合广东工业大学教授余林团队设计了一种全新的热电池，通过将质子Soret效应和质子耦合电子转移（PCET）反应耦合，使得电池的热电转换性能得到了提升。相关研究论文发表于《德国应用化学》。王阳为该论文第一作者，曾炜、戴永强、余林为共同通讯作者。
	研究人员利用在水和凝胶环境中具有高扩散系数的质子，将水凝胶内离子的Soret效应和苯醌（BQ）与氢醌（HQ）的PCET进行结合，有效增强了热电转换效率，实现了热功率（25.9 mV K）、功率因子（5 mW m K）、离子热电优值（>2.4）和功率输出连续性的全面提升，并揭示了热电性能的提升机制。
	此外，通过苯醌和氢醌的氧化还原电对来实现储能功能，在消除温度梯度后，通过PCET试剂的浓度和温度再平衡，可以获得超过3小时的维持14 mW m的保留功率输出。更为重要的是，该体系不但具备优异的热电转换效率和性能，还借助PCET反应实现了离子导体型热电材料的持续电能输出模式，实现了热电转换和电能存储功能的一体化，将离子导体型热电转换材料的研究推入到新高度。
	该研究工作为解决可穿戴传感器和远离电网的物联网器件的供能问题打下了坚实的基础。
	上述研究得到国家自然科学基金面上项目、广东省科学院建设国内一流研究机构行动专项资金以及广东省基础与应用基础项目的资助。",None,None,https://doi.org/10.1002/anie.202307947,"Low‐grade heat is ubiquitous in the environment and its thermoelectric conversion by the ionic conductors remains a challenge because of the low efficiency and poor sustainability. Here we demonstrate that the thermoelectric performances can be boosted by combining the Soret effect of protons and proton‐coupled electron transfer (PCET) reaction of benzoquinone and hydroquinone in hydrogels. An overall enhancement of thermopower (25.9 mV K−1), power factor (5 mW m−1 K−2), figure of merit (>2.4) and continuity of power output is achieved. Moreover, an energy‐storage function can be achieved by the redox couple, and a retained power output of 27.7 %, or 14 mW m−2 for more than 3 hours is obtained by the re‐balance of PCET reactants in the hydrogel after the removal of the temperature gradient."
"
	近日，中国科学技术大学教授曾杰研究团队与电子科技大学教授夏川团队及中国科学院大连化学物理研究所研究员肖建平团队合作，提出了一种硼配位掺杂提升铜单原子催化剂产甲烷性能的策略。相关成果日前发表于《自然—通讯》。
	将二氧化碳电催化还原为高附加值的燃料和化学品，为能源和环境问题提供了一种可持续的解决方案。在二氧化碳还原的众多产物中，甲烷不仅具有最高的热值，同时也是制造包括芳烃在内的许多化工产品的重要原料。此外，甲烷作为天然气的主要成分，与现有的储存、分配和消费基础设施具有良好的兼容性。因此，将二氧化碳高选择性电化学转化为甲烷是一种兼顾环境与能源问题的有效途径。
	二氧化碳深度还原至甲烷的关键步骤为表面吸附的一氧化碳中间体质子化生成氢化碳氧中间体。主要竞争反应过程包括一氧化碳中间体二聚生成二碳产物以及一氧化碳中间体从催化剂表面直接脱附生成气态一氧化碳。铜基单原子催化剂可以抑制一氧化碳中间体偶联，有望实现将二氧化碳高效还原为甲烷。然而，典型四氮原子配位铜单原子结构对一氧化碳中间体吸附太弱，一氧化碳中间产物易直接脱附，且伴随着过高的产氢副反应。
	在此次研究中，研究人员提出了硼配位掺杂的策略，用低电负性硼原子部分取代四氮原子配位铜单原子结构中的氮原子，以促进单原子位点对关键中间体的吸附，进而提升铜单原子催化剂二氧化碳产甲烷性能。
	研究人员首先基于全局能量优化分析的计算策略以及不同二氧化碳电催化还原反应中间体的吸附能，预测了一系列硼、氮配位的铜单原子位点甲烷路径的热力学趋势，结果表明硼配位原子的引入将提升铜单原子位点对于关键一氧化碳中间体的吸附，进而促进二氧化碳电催化还原到甲烷的过程。紧接着，研究人员利用共掺杂热解的方式成功制备出了硼-氮共配位的铜单原子催化剂。
	电催化测试结果表明，与四氮原子配位铜单原子结构相比，硼、氮共配位的铜单原子结构对甲烷产物表现出优异的性能，在-1.46伏时显示出73%的峰值甲烷法拉第效率，在-1.94伏时显示了-462毫安每平方厘米的最大甲烷偏电流密度。相关实验进一步表明硼、氮共配位的铜单原子结构具有更高的本征活性、硼-氮共配位的铜单原子催化剂的结构稳定性。
	研究人员介绍，该项工作为提高铜基材料对特定二氧化碳电还原产物选择性提供了一条切实可行的指导思路。","score: 30.73769230769231, grade_level: '31'","score: 73.09586538461537, grade_levels: ['college_graduate'], ages: [24, 100]",https://doi.org/10.1038/s41467-023-39048-6,"Electrochemical CO2 conversion to methane, powered by intermittent renewable electricity, provides an entrancing opportunity to both store renewable electric energy and utilize emitted CO2. Copper-based single atom catalysts are promising candidates to restrain C-C coupling, suggesting feasibility in further protonation of CO* to CHO* for methane production. In theoretical studies herein, we find that introducing boron atoms into the first coordination layer of Cu-N4 motif facilitates the binding of CO* and CHO* intermediates, which favors the generation of methane. Accordingly, we employ a co-doping strategy to fabricate B-doped Cu-Nx atomic configuration (Cu-NxBy), where Cu-N2B2 is resolved to be the dominant site. Compared with Cu-N4 motifs, as-synthesized B-doped Cu-Nx structure exhibits a superior performance towards methane production, showing a peak methane Faradaic efficiency of 73% at −1.46 V vs. RHE and a maximum methane partial current density of −462 mA cm−2 at −1.94 V vs. RHE. Extensional calculations utilizing two-dimensional reaction phase diagram analysis together with barrier calculation help to gain more insights into the reaction mechanism of Cu-N2B2 coordination structure."
"
	北京时间2023年7月19日，南京航空航天大学郭万林团队的殷俊教授与英国曼彻斯特大学Artem Mishchenko教授等合作在期刊上发表了题为“Mixing of moiré-surface and bulk states in graphite”的研究成果。
	该研究发现石墨（三维半金属）的电子态可通过表面周期势来调控。石墨/氮化硼界面莫尔超晶格周期势不仅会导致石墨表面态丰富的Lifshitz转变和Brown-Zak量子振荡，还会导致石墨体态电子的分形量子霍尔效应（fractal quantum Hall effect）。该工作将当前广泛研究的二维扭转电子学效应拓展至了三维材料体系。
	论文通讯作者是殷俊、Vladimir I. Fal’ko、Artem Mishchenko，第一作者是Ciaran Mullan、Sergey Slizovskiy、殷俊。
	通过引入界面莫尔纹在晶格周期上叠加长波长周期势，石墨烯等二维材料的电子态可进行精细设计和调控。这一扭转电子学策略使得人们发现了一系列新颖的物理效应，包括扭转双层石墨烯中的强关联和超导性等。但由于电场屏蔽效应，扭转电子学效应通常被认为只会发生在二维体系中。
	在该工作中，殷俊等人制备了基于氮化硼/石墨/氮化硼范德华异质结的电输运器件，其中石墨厚度为数十层，呈现体态石墨的输运特性。表面静电掺杂会在石墨表面引入表面态。通过电输运测试发现，石墨/氮化硼界面的莫尔周期势会显著调控其表面态，使得表面态随着静电掺杂浓度的改变出现丰富的Lifshitz转变。
	磁场、高温（60 K，抑制Landau量子化）条件下，受界面莫尔周期势调制的表面态出现了显著Brown-Zak量子振荡。Lifshitz转变和Brown-Zak量子振荡不会出现在在未对齐的石墨/氮化硼界面处的表面态，即使另外一面石墨/氮化硼界面是对齐的。这是由于石墨的静电屏蔽深度仅2-3原子层，使得上下两个表面态相互独立。
	令人惊讶的是，器件在低温（30-300 mK）条件下呈现出清晰的霍夫斯塔特蝴蝶（Hofstadter’s butterfly）及分形量子霍尔效应。这一效应不仅发生在表面态中，更在体态电子中可以观测到。其贯穿了整个石墨厚度，同时依赖于顶栅和底栅电极的调制。体块石墨电子的分形态呈现了众多不同于二维石墨烯体系的行为。譬如，体块石墨的电导可以通过引入界面莫尔周期势实现超一个量级大幅调制；超过特定填充因子阈值（ν = -9 and 12）后，量子霍尔效应的分形态会消失。这些暗示了这一新型莫尔系统中存在大量异于经典二维体系的奇异物理效应。
	该工作证明了石墨（乃至其他半金属和掺杂半导体）中的表面态可以被表面莫尔周期势显著调控。氮化硼和石墨之间的莫尔周期势促使石墨表面态发生Lifshitz转变、Brown-Zak振荡和Hofstadter表面态。更为重要的是，莫尔表面态也使得该团队前期发现的有限厚度石墨中的2.5维量子霍尔效应（. 15, 437, 2019）发生分形化，呈现2.5维分形量子霍尔效应。该研究展示了通过表界面调控三维体系电子输运行为的可行性，为调控块体材料的电子态提供了全新途径。
	该研究工作获得国家自然科学基金委原创探索计划项目（12150002）等项目的支持。","score: 30.99619047619048, grade_level: '31'","score: 58.51587301587302, grade_levels: ['college_graduate'], ages: [24, 100]",https://doi.org/10.1038/s41586-023-06264-5,"Van der Waals assembly enables the design of electronic states in two-dimensional (2D) materials, often by superimposing a long-wavelength periodic potential on a crystal lattice using moiré superlattices1–9. This twistronics approach has resulted in numerous previously undescribed physics, including strong correlations and superconductivity in twisted bilayer graphene10–12, resonant excitons, charge ordering and Wigner crystallization in transition-metal chalcogenide moiré structures13–18 and Hofstadter’s butterfly spectra and Brown–Zak quantum oscillations in graphene superlattices19–22. Moreover, twistronics has been used to modify near-surface states at the interface between van der Waals crystals23,24. Here we show that electronic states in three-dimensional (3D) crystals such as graphite can be tuned by a superlattice potential occurring at the interface with another crystal—namely, crystallographically aligned hexagonal boron nitride. This alignment results in several Lifshitz transitions and Brown–Zak oscillations arising from near-surface states, whereas, in high magnetic fields, fractal states of Hofstadter’s butterfly draw deep into the bulk of graphite. Our work shows a way in which 3D spectra can be controlled using the approach of 2D twistronics."
"
	近日，中山大学化学学院副教授陈国胜和中山大学化学工程与技术学院、化学学院教授欧阳钢锋团队报道了一种温和、绿色的自下而上制备杂化生物催化剂的超分子策略，可以简单、高效地合成氢键有机框架杂化生物催化剂。相关研究发表于。
	天然酶是一类具有催化活性的天然聚合物，具有人工催化剂无法比拟的高效率。利用多孔超分子“盔甲”对天然酶结构进行约束、保护是设计多功能杂化生物催化剂的有效手段。陈国胜和欧阳钢锋团队在该领域进行了长期的探索，尽管已取得了系列的研究进展，但多孔超分子框架的结晶往往需要苛刻的条件，如何实现在生物相容条件下原位装配超分子晶体“盔甲”仍是技术难点。
	该研究选用具有四个甲酸臂的c2对称芘结构（1,3,6,8-四羧基芘，HTCPy）作为超分子构建模块。修饰的甲酸臂使芘结构体在微量有机溶剂中具有高分散性，并允许在几乎无有机溶剂的水溶液中，将离散的芘结构体通过羧酸二聚作用在酶表面形成多孔超分子氢键网络结构。这种空间整合的杂化结构充分利用了天然酶的催化活性和高结晶框架的约束效应，并证明了这种绿色组装方法在设计高效、稳定的生物催化剂的实用性。
	此外，氢键有机框架共平面的芘单元提供了强大的层间π–相互作用，使杂化生物催化剂在较宽的pH范围内稳定。这种结构明确、孔通道排列有序的氢键有机框架“盔甲”具有门控作用用于筛选催化底物，从而提高生物催化的选择性，同时也可以提高酶在非生理环境下的稳定性。
	基于这些特性，该研究进一步开发了基于超分子生物催化剂的电化学免疫传感器，实现了对癌症标志物的超灵敏检测。该工作克服了（部分）天然酶在大规模工业应用中存在的催化稳定性和选择性问题，并为构筑多功能、高效杂化生物催化剂提供了新的见解。",None,None,https://doi.org/10.1038/s41467-023-39364-x,"Rational integration of native enzymes and nanoscaffold is an efficient means to access robust biocatalyst, yet remains on-going challenges due to the trade-off between fragile enzymes and harsh assembling conditions. Here, we report a supramolecular strategy enabling the in situ fusion of fragile enzymes into a robust porous crystal. A c2-symmetric pyrene tecton with four formic acid arms is utilized as the building block to engineer this hybrid biocatalyst. The decorated formic acid arms afford the pyrene tectons high dispersibility in minute amount of organic solvent, and permit the hydrogen-bonded linkage of discrete pyrene tectons to an extended supramolecular network around an enzyme in almost organic solvent-free aqueous solution. This hybrid biocatalyst is covered by long-range ordered pore channels, which can serve as the gating to sieve the catalytic substrate and thus enhance the biocatalytic selectivity. Given the structural integration, a supramolecular biocatalyst-based electrochemical immunosensor is developed, enabling the pg/mL detection of cancer biomarker."
"
	近日，中国科学院大连化学物理研究所研究员江凌、副研究员谢华实验团队联合清华大学副教授胡憾石理论团队，采用自主研制的红外—极紫外（IR-VUV）红外光谱实验装置，在IIIB族过渡金属与一氧化碳的反应中发现了气相无限域中性七配位金属羰基化合物Sc(CO)和八配位金属羰基化合物TM(CO) (TM = Y, La)，为设计具有独特性质的化合物及精准调控提供了新思路。相关成果发表在《德国应用化学》上。
	为实现对中性金属羰基化合物的精准探测和结构解析，近年来，江凌团队自主研制了高通量的激光溅射团簇源，并建立了基于大连相干光源的红外—极紫外（IR-VUV）红外光谱实验方法。
	在该工作中，团队利用自主研制的中性团簇红外光谱实验装置，制备了中性Sc(CO) 和TM(CO) (TM = Y, La)产物，并将红外激光振动预解离与准分子激光器产生的193nm极紫外激光电离相结合，测定了它们的红外光谱。胡憾石团队则通过高精度量子化学理论计算，得到了这些产物的稳定构型及其红外光谱，与实验光谱高度吻合。
	该工作发现了气相无限域中性七配位和八配位的过渡金属羰基化合物，有助于促进尺寸分辨中性团簇红外光谱的发展，为从原子分子水平上设计、制备和表征各种具有独特性质的化合物提供了新的策略。",None,None,https://doi.org/10.1002/anie.202305490,"Spectroscopic characterization of neutral highly‐coordinated compounds is essential in fundamental and applied research, but has been proven to be a challenging experimental target because of the difficulty in mass selection. Here, we report the preparation and size‐specific infrared‐vacuum ultraviolet (IR‐VUV) spectroscopic identification of group‐3 transition metal carbonyls Sc(CO)7 and TM(CO)8 (TM=Y, La) in the gas phase, which are the first confinement‐free neutral heptacarbonyl and octacarbonyl complexes. The results indicate that Sc(CO)7 has a C2v structure and TM(CO)8 (TM=Y, La) have a D4h structure. Theoretical calculations predict that the formation of Sc(CO)7 and TM(CO)8 (TM=Y, La) is both thermodynamically exothermic and kinetically facile in the gas phase. These highly‐coordinated carbonyls are 17‐electron complexes when only those valence electrons that occupy metal−CO bonding orbitals are considered, in which the ligand‐only 4b1u molecular orbital is ignored. This work opens new avenues toward the design and chemical control of a large variety of compounds with unique structures and properties."
"
	随着激光技术的发展，非线性光学材料在光限幅、全光开关、光通信等领域展现出广阔的应用前景。其中，有机π-共轭材料因具有高的非线性光学系数、低的非线性响应阈值、易于结构调控的非线性光学性能等优势而备受关注。线性并苯类稠环是一类经典的有机π-共轭材料，被广泛应用于有机光电器件中。而该类材料随着共轭长度的增加，化学稳定性变差，极易被氧化或发生Diels-Alder反应。同时，随着共轭体系的增大，分子间聚集程度增强，溶解性及其合成难度提高，因而限制了这类材料的开发及应用。 
	近日，中国理化技术研究所特种影像材料与技术研究中心副研究员孙继斌、湘潭大学教授陈华杰课题组、英国剑桥大学博士曾维轩等合作，采用酮胺缩合策略，构建了一类化学性能稳定、溶解性好的氮掺杂非交替纳米带分子（图1），并将该类材料应用于非线性光学领域，揭示了氮掺杂非交替纳米带分子优异的反饱和吸收性能（图2）。其中，研究引入末端三蝶烯和侧基三异丙基硅乙炔，有效抑制了分子间的聚集，显著提升了材料的溶解性，是目前已报道的分子长度最长的可溶解氮杂非交替纳米带——含13元稠环分子。此外，多重五元环的植入有效阻断了线性并苯类稠环的全局芳香性，实现了基态与激发态兼具的局域芳香性，因而提高了π-共轭系统的稳定性，使得材料（NNNR-2）的三阶非线性吸收系数达到374cmGW–1，且在同等测试条件下，显著高于经典非线性光学材料C60（153cmGW–1）。 
	相关研究成果以N-Doped Nonalternant Nanoribbons with Excellent Nonlinear Optical Performance为题，发表在《德国应用化学》（Angewandte Chemie Inter Edition）上。研究工作得到国家自然科学基金会、湖南省教育基金会和玛丽·居里研究计划的支持。 （来源：中国理化技术研究所","score: 44.67151515151515, grade_level: '45'","score: 72.18772727272727, grade_levels: ['college_graduate'], ages: [24, 100]",https://doi.org/10.1002/anie.202306418,"Two novel N‐doped nonalternant nanoribbons (NNNR‐1 and NNNR‐2) featuring multiple fused N‐heterocycles and bulky solubilizing groups were prepared via bottom‐up solution synthesis. NNNR‐2 achieves a total molecular length of 33.8 Å, which represents the longest soluble N‐doped nonalternant nanoribbon reported to date. The pentagon subunits and doping of N atoms in NNNR‐1 and NNNR‐2 have successfully regulated their electronic properties, achieving high electron affinity and good chemical stability enabled by the nonalternant conjugation and electronic effects. When applied a laser pulse of 532 nm, the 13‐rings nanoribbon NNNR‐2 shows outstanding nonlinear optical (NLO) responses, with the nonlinear extinction coefficient of 374 cm GW−1, much higher than those of NNNR‐1 (96 cm GW−1) and the well‐known NLO material C60 (153 cm GW−1). Our findings indicate that the N‐doping of nonalternant nanoribbons is an effective strategy to access another type of excellent material system for high‐performance NLO applications, which can be extended to construct numerous heteroatom‐doped nonalternant nanoribbons with fine‐tunable electronic properties."
"
	电催化还原将硝酸盐污染物转化为高附加值的氨，为氮资源循环利用提供了一种有前景的解决途径。近日，中国科学院大连化学物理研究所研究员汪国雄和包信和院士团队，在电化学合成氨研究中取得新进展。他们发展了一种原位衍生的高性能铜纳米片催化剂，提出了铜晶面串联催化促进电化学还原硝酸盐合成氨的有效策略，并加深了对铜催化剂上硝酸盐转化为氨反应机制的理解。相关成果发表在《德国应用化学》上。
	硝酸盐转化为氨需要经历复杂的多步质子电子转移过程，这导致了动力学速率缓慢，过电势高。同时，竞争性析氢反应降低了氨法拉第效率及分电流密度。因此，硝酸盐电催化还原的关键是设计制备高活性、高选择性和高稳定性的催化剂。
	本工作报道了一种电化学原位衍生的高性能铜纳米片催化剂。在流动相电解池中，该催化剂在-0.59 V vs. 相对可逆氢电极条件下获得了665 mA cm的氨分电流密度和1.41 mmol h cm的氨产率。并且，该催化剂表现出了700h的高稳定性。物理化学和电化学表征以及密度泛函理论计算结果表明，原位衍生铜纳米片的高性能归因于Cu(100)和Cu(111)晶面的串联催化作用。而由于铜的不同晶面上静电势的差异，导致了吸附强弱的差别。其中Cu(100)更容易吸附硝酸盐（NO3）并促进其转化为NO2，产生的NO2随后迁移在Cu(111)上进一步还原，从而促进了氨的生成。",None,None,https://doi.org/10.1002/anie.202303327,"Electrochemical conversion of nitrate (NO3−) into ammonia (NH3) represents a potential way for achieving carbon‐free NH3 production while balancing the nitrogen cycle. Herein we report a high‐performance Cu nanosheets catalyst which delivers a NH3 partial current density of 665 mA cm−2 and NH3 yield rate of 1.41 mmol h−1 cm−2 in a flow cell at −0.59 V vs. reversible hydrogen electrode. The catalyst showed a high stability for 700 h with NH3 Faradaic efficiency of ≈88 % at 365 mA cm−2. In situ spectroscopy results verify that Cu nanosheets are in situ derived from the as‐prepared CuO nanosheets under electrochemical NO3− reduction reaction conditions. Electrochemical measurements and density functional theory calculations indicate that the high performance is attributed to the tandem interaction of Cu(100) and Cu(111) facets. The NO2− generated on the Cu(100) facets is subsequently hydrogenated on the Cu(111) facets, thus the tandem catalysis promotes the crucial hydrogenation of *NO to *NOH for NH3 production."
"
	近日，中国科学院大连化学物理研究所研究员肖建平团队与中国科学技术大学曾杰教授团队、电子科技大学夏川教授团队合作在二氧化碳转化研究方面取得新进展。合作团队通过共掺杂策略实现了优异的甲烷生产性能，峰值法拉第效率达到了73%，甲烷部分最大的电流密度达到-462mA/cm。相关成果发表在《自然一通讯》上。
	二氧化碳的大量排放引起了温室效应并造成了全球变暖。由间歇性可再生能源供电进行电催化二氧化碳转化，为解决这一全球问题提供了可能性。目前，二氧化碳利用效率和还原选择性控制仍然具有挑战性。
	本工作中，肖建平团队基于自主开发的图论和反应相图分析算法，根据全局能量最优准则发现，B掺杂剂能有效增强Cu位点的反应性与吸附能，而更稳定的COOH*和CHO*可以促进二氧化碳和一氧化碳的质子化，从而在不同的应用电位下促进Cu-NxBy位点的甲烷生产。
	研究表明通过对Cu-N位点进行部分B置换的修饰，理论上证明了，对CO*和CHO*中间物的增强吸附有利于甲烷的生成。",None,None,https://doi.org/10.1038/s41467-023-39048-6,"Electrochemical CO2 conversion to methane, powered by intermittent renewable electricity, provides an entrancing opportunity to both store renewable electric energy and utilize emitted CO2. Copper-based single atom catalysts are promising candidates to restrain C-C coupling, suggesting feasibility in further protonation of CO* to CHO* for methane production. In theoretical studies herein, we find that introducing boron atoms into the first coordination layer of Cu-N4 motif facilitates the binding of CO* and CHO* intermediates, which favors the generation of methane. Accordingly, we employ a co-doping strategy to fabricate B-doped Cu-Nx atomic configuration (Cu-NxBy), where Cu-N2B2 is resolved to be the dominant site. Compared with Cu-N4 motifs, as-synthesized B-doped Cu-Nx structure exhibits a superior performance towards methane production, showing a peak methane Faradaic efficiency of 73% at −1.46 V vs. RHE and a maximum methane partial current density of −462 mA cm−2 at −1.94 V vs. RHE. Extensional calculations utilizing two-dimensional reaction phase diagram analysis together with barrier calculation help to gain more insights into the reaction mechanism of Cu-N2B2 coordination structure."
